loc,wmc,rfc,cbo,lcom,code_churn,num_developers,past_defects,defects
3389,13,33,7,0.08647860435607102,0,3,2,0
74,54,41,21,0.2602660514264602,2,2,1,0
124,6,10,7,0.4391111940005884,3,4,1,0
275,18,14,14,0.5951073781596821,14,7,2,0
133,22,17,12,0.3276728963733063,2,3,0,0
38,6,11,4,0.496233996921005,0,1,4,0
265,11,5,11,0.1988311864306065,12,2,3,0
68,4,27,21,0.5742741202254854,16,3,6,0
431,25,5,2,0.4078168082796595,5,4,1,0
81,12,29,12,0.8492596872684504,2,7,3,0
1571,7,19,6,0.4157341333886524,11,2,2,0
95,22,16,3,0.44381541788205026,0,4,2,0
166,13,7,9,0.5921749893424125,20,5,5,0
649,21,1,9,0.12317000407694145,16,1,1,0
55,17,27,29,0.15679517670628107,6,4,1,0
321,6,7,4,0.7902377472272404,2,5,2,0
1174,9,19,7,0.27341877913954704,0,5,2,0
35,7,20,7,0.684696928928456,69,4,1,0
305,6,13,3,0.09742696997720213,11,2,2,0
334,3,16,3,0.8218466603180131,3,4,0,0
625,37,18,4,0.9882281109189571,0,1,1,0
55,15,15,6,0.37369094520778434,8,1,0,0
50,17,6,2,0.5055301019148967,34,4,2,0
457,24,3,13,0.44271197983980226,9,1,1,0
349,9,7,9,0.8941877486390235,0,1,2,0
330,5,10,2,0.009934037696879616,4,1,1,0
370,20,34,4,0.6534593211638361,0,4,2,0
108,5,4,7,0.6523682728035328,19,2,4,0
323,19,37,11,0.3823850082979531,3,2,1,0
347,4,46,6,0.21933364211701456,10,1,2,0
103,5,8,10,0.23968268141503568,0,1,0,0
2296,8,45,8,0.8004641212138911,1,3,2,0
432,19,12,11,0.06610309637495904,9,2,1,0
58,31,10,3,0.563824146274359,14,5,3,0
538,17,34,10,0.30684060297826554,1,6,2,0
75,8,16,6,0.2652478124683204,4,3,0,0
629,22,14,14,0.5057376655310359,7,1,1,0
982,4,7,3,0.897861506279767,12,2,0,0
91,7,8,8,0.6180919190373309,7,6,2,1
777,13,14,7,0.7886106277553235,0,6,1,0
401,20,34,5,0.600683779262881,6,1,3,0
656,11,4,5,0.6977157798727407,17,4,4,0
2383,10,12,5,0.43240764879329563,16,6,4,0
182,11,3,20,0.9259816352081839,7,4,3,0
99,24,7,5,0.5019390204391609,43,2,4,0
84,8,22,19,0.5517746692267631,0,6,0,0
91,6,6,5,0.5249655032548496,5,1,3,0
223,11,28,7,0.31618902016491846,11,5,0,0
368,26,6,6,0.23123843559918567,1,3,3,0
341,8,8,19,0.07383496411555501,28,2,2,0
660,11,2,12,0.7181749820025486,3,1,3,0
248,4,28,4,0.2892752631703708,3,3,3,0
1400,11,26,1,0.3891979631956072,1,1,3,0
178,15,4,4,0.9199281627262127,2,2,2,0
6400,5,10,16,0.5664473494118737,6,1,1,0
518,24,10,2,0.09707806390393825,4,2,1,0
87,15,9,1,0.7996119128238497,1,1,3,1
67,9,46,3,0.25613059910945546,13,5,1,0
436,15,9,2,0.5527058426461825,0,4,0,0
187,17,6,3,0.5099814748639906,14,5,0,0
576,3,2,1,0.2380788423518807,2,8,2,0
431,15,6,7,0.11577103479458106,5,1,4,0
224,25,34,9,0.21126160649496806,3,1,1,0
88,7,16,5,0.0973377995639656,6,2,2,0
39,9,16,1,0.2756280189521012,12,1,2,0
143,10,7,3,0.9972975107374645,36,3,3,0
683,20,30,8,0.40209226524138253,2,1,2,0
316,6,20,9,0.8638883913350103,6,4,4,0
54,17,9,1,0.5491776921290614,5,3,3,0
301,10,5,6,0.666583079333733,54,2,2,0
388,32,12,3,0.1563479697505562,13,3,2,0
84,11,6,6,0.27480586742197544,4,1,2,0
294,2,11,1,0.5104434230289255,5,2,0,0
262,18,14,1,0.8811434342268406,2,1,0,0
62,16,7,5,0.04288803588494017,11,4,6,0
375,14,1,6,0.5069199595657209,14,2,3,0
479,25,18,3,0.05101221250842991,26,5,3,0
897,3,7,18,0.45682267644928254,6,1,1,0
866,7,14,3,0.6288681593326368,8,3,3,0
46,12,12,3,0.7447231914283073,4,3,1,0
79,14,41,6,0.1385320052606267,7,6,1,1
453,11,13,6,0.1665752834613481,3,4,2,0
453,4,25,3,0.4700649216917906,10,1,4,0
453,9,9,8,0.998036457979074,0,5,3,0
15000,30,6,8,0.3560468356567634,0,2,0,0
485,6,19,6,0.4275274273629103,10,2,2,0
955,12,7,7,0.43244674281455153,21,3,1,0
768,17,22,6,0.08070082135709544,8,1,3,0
534,20,4,6,0.7741721452899953,10,1,2,0
167,18,17,1,0.25310152442610745,13,3,0,0
608,9,13,7,0.7036670568829199,3,2,1,0
96,7,36,12,0.47508987883559073,0,4,1,0
184,32,18,7,0.611779742219384,21,1,1,0
136,21,12,5,0.053971636494996256,22,4,1,1
269,13,24,12,0.8899656844165662,4,2,1,0
3934,27,1,7,0.24385676941971335,1,3,3,0
26,4,20,3,0.670095387500837,17,3,2,0
557,5,21,12,0.7980191120661617,9,4,3,0
35,2,23,4,0.5400387172831971,0,5,4,0
138,14,22,2,0.3373340220786242,0,1,3,0
903,14,19,3,0.9779033744810768,32,2,1,0
264,4,10,4,0.2784397132706956,0,4,1,0
67,21,15,1,0.9486623371232704,2,3,5,0
103,3,8,15,0.15622413368473176,6,7,0,0
553,16,6,1,0.38922213152234353,1,6,1,0
101,18,10,9,0.13849558414730223,2,4,4,0
317,14,11,8,0.0022404730736960143,3,5,2,0
258,4,17,7,0.2602585403964749,2,1,4,0
111,25,32,8,0.08721040091895471,13,6,2,0
3205,9,25,5,0.9863455230903472,5,4,3,0
523,9,16,9,0.7616533179518026,2,1,2,0
21,8,29,6,0.0037047963220088187,3,4,2,0
306,19,13,4,0.22364658482359212,0,2,1,0
110,9,19,2,0.670124241283717,0,4,2,0
680,5,10,8,0.3985521131647545,10,3,2,0
94,22,13,8,0.8318425630442273,0,4,3,0
213,12,11,6,0.5048607783757316,5,1,1,0
448,22,3,11,0.6536514197324291,14,1,1,0
691,13,3,14,0.5970373975944806,3,5,2,0
57,7,4,4,0.6381689006236343,3,2,4,0
163,3,16,10,0.2300988538271801,16,3,2,0
138,14,32,2,0.3732894392061916,16,5,2,0
111,10,29,6,0.05062925286449138,16,5,2,0
2035,19,20,5,0.5876365146882088,6,1,4,0
397,8,8,11,0.4592584620757756,24,1,7,0
53,16,6,4,0.7607161490190723,13,1,0,0
736,12,14,14,0.20638246462164211,4,1,1,0
3123,7,8,5,0.4368121160678018,7,4,2,0
844,9,3,2,0.18074543305738622,1,6,1,0
39,5,5,1,0.6139792252484421,6,4,1,0
136,33,10,10,0.848030256511452,2,2,0,0
1119,16,32,1,0.765443248448985,2,1,6,0
104,4,2,9,0.9441979726308872,1,1,1,0
416,32,4,10,0.971725781863591,3,5,1,0
619,6,10,3,0.7720338675819907,5,3,1,0
80,8,7,7,0.28680608538025865,7,2,2,0
227,11,18,17,0.21926137721531824,2,6,2,1
10,13,11,5,0.4475490345489437,12,6,3,0
71,19,3,1,0.9938836945771207,5,3,1,0
180,2,8,3,0.41266802081715537,8,8,1,0
54,13,15,19,0.19906841057226876,2,5,1,0
1735,10,21,11,0.944342877783241,13,4,0,0
43,14,4,2,0.38591797759602275,7,2,0,0
144,10,16,13,0.6908988872276309,15,4,1,0
286,9,10,14,0.7881529786145868,1,5,1,0
1379,11,29,4,0.8431559020595341,3,1,3,0
43,31,8,2,0.8212803871227904,0,3,2,0
988,9,3,13,0.8362468629999801,1,2,3,0
247,24,7,21,0.6676534275778808,4,3,2,0
75,14,2,3,0.40383106927245993,17,2,4,0
426,13,2,10,0.6672868540638371,6,2,0,0
310,14,18,3,0.8367343340599133,3,4,3,0
119,17,17,3,0.35064246462442106,10,3,1,0
266,10,19,7,0.2965079902920401,0,2,4,0
154,23,8,3,0.3437072171051635,3,4,0,0
280,17,5,6,0.5512833960293684,7,2,2,0
541,5,51,14,0.052443874813944524,7,1,2,0
1641,2,14,1,0.77897081901684,7,1,2,0
55,31,5,11,0.13885195845020193,1,3,2,0
3164,14,35,7,0.13283865678409879,3,4,2,0
23,4,31,8,0.19765913935610502,21,2,1,0
203,9,20,7,0.5769274349724983,29,4,3,0
495,21,11,16,0.285568375803956,2,3,3,0
342,11,6,8,0.36809032898655225,8,2,2,0
115,12,9,4,0.9316491109781279,2,1,1,0
190,19,28,7,0.8472021799769852,3,4,1,0
135,15,7,4,0.8521905331047824,12,2,2,0
120,17,4,3,0.5776418333259878,5,2,4,0
678,19,20,13,0.8664661472904807,15,2,1,0
375,8,12,4,0.7785658253405535,7,2,4,1
106,8,7,1,0.9532368029110623,7,2,0,0
720,7,8,9,0.06436840502191554,0,5,2,0
353,8,1,4,0.028727133653932868,11,7,3,0
649,11,8,18,0.1750299407238911,30,2,0,0
520,12,27,10,0.9290848205079756,5,2,2,0
90,27,5,17,0.605565105954246,1,2,1,0
124,15,57,11,0.4261125176952809,30,6,3,0
599,12,13,14,0.5127110614761518,2,2,5,0
508,6,3,8,0.82960458822767,4,4,4,1
238,10,15,12,0.9291099958039241,0,3,1,0
281,32,5,3,0.7296988343109099,0,3,2,0
1133,32,20,11,0.7598478329372963,1,1,0,0
120,10,30,1,0.32037804416383797,6,1,0,0
471,3,23,6,0.4670351952745392,6,2,1,0
191,9,23,4,0.8852101934711659,7,2,3,0
188,27,9,8,0.7859341100725775,7,2,4,0
914,11,6,4,0.6842709184613477,5,2,2,0
658,19,19,2,0.06524683588812041,12,1,2,0
649,12,6,1,0.039507219453954856,21,3,1,0
1172,4,9,2,0.13041094311399504,2,3,1,0
250,13,6,8,0.5813910991978334,1,3,1,0
554,20,7,8,0.5363868473411499,4,7,3,0
168,8,20,4,0.9426908265470538,0,2,4,1
361,20,7,9,0.6947596400433964,17,7,3,0
209,13,20,5,0.293972617345426,2,2,1,0
274,19,30,8,0.1614962938156973,6,2,0,0
499,15,8,6,0.849533239328382,0,3,2,0
91,6,5,11,0.4596241036890242,6,2,3,0
3013,10,26,3,0.6534694974088487,0,2,1,0
73,10,16,1,0.5651436065908029,11,1,2,0
56,8,6,5,0.10745634613663502,24,4,5,0
982,14,9,7,0.05705838368182703,2,2,2,0
632,35,17,2,0.37701818971641354,2,2,1,0
517,23,2,3,0.36155029754571766,4,4,3,0
520,25,38,9,0.6737981129689063,7,3,4,0
241,8,24,10,0.6322004091011617,1,5,0,0
83,25,13,5,0.9689409284639944,13,1,4,0
267,30,37,1,0.8580995027715717,1,4,2,0
108,8,33,9,0.49658252577528783,0,2,2,0
788,16,11,7,0.5000253525626955,5,6,1,0
205,16,10,4,0.6741292291126944,0,1,1,0
90,11,10,12,0.11409058277327555,9,4,1,0
166,14,19,0,0.9998905646313925,1,5,2,1
401,17,18,6,0.518808101243624,13,8,1,0
124,11,2,9,0.9099048739089699,5,2,5,0
91,22,17,2,0.9673563346522079,6,5,0,0
327,5,17,1,0.5816427399022654,1,1,1,0
328,10,11,19,0.10334864752477535,1,1,4,0
133,19,13,10,0.5733458084199712,7,2,2,0
139,33,2,16,0.5976424371659868,2,5,3,0
323,23,4,12,0.789193136773331,3,2,2,0
43,14,6,8,0.04822926699490615,5,3,2,0
45,12,19,21,0.4663153671950939,2,7,3,1
103,10,31,7,0.9227702583368131,12,4,1,0
189,10,18,5,0.9912990786786534,22,3,2,0
355,3,14,12,0.19138267875923765,4,2,1,0
1437,32,21,12,0.8705989927350352,19,3,3,0
684,12,1,9,0.1462505616306441,17,4,1,0
201,7,29,4,0.8411744345678971,1,1,1,0
239,16,11,12,0.27727772746766355,1,2,2,0
73,8,26,4,0.9596252660491424,5,1,2,0
239,21,20,6,0.6954967509006371,5,3,1,0
173,7,6,3,0.3991106013897595,3,4,3,0
360,19,15,3,0.28097332990816626,3,4,4,0
90,10,7,5,0.23523752747444537,4,5,4,1
456,15,18,8,0.6807923269995851,9,3,4,0
1539,20,41,20,0.8957910025768816,0,3,1,0
214,9,18,3,0.7549419696143437,9,3,2,0
396,20,6,6,0.8347915380165423,20,3,1,1
560,3,24,6,0.7813837676345372,11,2,3,0
151,28,6,8,0.9791476664980193,1,3,3,0
320,22,30,5,0.7578049268263248,0,4,2,0
248,12,5,10,0.2102285184702738,5,2,0,0
275,24,27,2,0.7915984654745148,25,1,2,0
96,23,8,6,0.3220693609848009,13,7,4,0
251,12,19,8,0.9957998626628581,6,2,0,0
444,12,24,13,0.37667262010014657,1,1,1,0
1396,7,15,10,0.2927937558472299,10,5,4,0
773,13,9,6,0.23921598550891154,13,2,1,0
3241,4,16,3,0.6585146520583698,21,2,2,0
97,19,11,22,0.1092210883875312,7,3,1,0
696,20,13,3,0.9535598817329719,5,2,3,0
304,3,3,2,0.29431267864313715,7,2,3,0
3387,27,21,3,0.29540061103847226,22,4,1,0
92,8,15,1,0.04606609570705911,7,4,3,0
89,52,2,8,0.24601751787357418,2,3,0,0
119,14,9,6,0.4189793556762377,8,3,2,0
19,27,1,5,0.3696063902242208,16,6,0,0
130,6,13,5,0.2730199214362202,6,5,2,0
98,10,19,4,0.040743837839198216,5,3,1,0
293,9,7,0,0.3005813736056424,10,3,2,0
368,4,7,12,0.77833093826312,8,1,1,0
2324,5,9,4,0.43879228530947123,0,1,2,1
765,12,7,1,0.2907753475987136,10,4,0,0
122,16,6,1,0.3047921341479578,4,1,3,0
83,6,1,15,0.5544375764939008,22,3,1,0
441,10,6,4,0.30229267773907476,28,3,2,0
50,8,3,4,0.6307973198661946,4,3,3,0
2203,12,29,8,0.9894545137251151,27,2,3,0
1007,18,32,4,0.04117639775380566,2,3,0,0
139,13,18,1,0.16873675569736868,9,5,3,0
31,8,28,3,0.17910754528902406,0,4,1,0
1242,22,6,7,0.447070317932015,1,4,4,0
213,15,19,3,0.04141871205337444,15,1,0,0
1080,14,18,3,0.4775215777425167,17,1,0,1
36,6,16,2,0.9289247580766565,6,2,1,0
119,21,9,8,0.01156408869270198,3,2,5,0
246,16,13,7,0.364938867185181,4,4,2,0
258,17,15,9,0.7608937721109648,16,4,3,0
142,11,15,5,0.15449450033381507,1,6,1,0
516,10,5,4,0.07755900252654213,2,6,2,0
67,32,31,3,0.6307785372626386,12,1,1,0
206,9,13,4,0.009950909049507684,21,1,5,0
282,5,22,1,0.8017704911697158,0,2,2,0
453,14,8,7,0.06685275356609877,13,1,3,0
574,12,18,4,0.5243542594203608,8,4,1,0
63,23,14,13,0.7401277102277272,2,1,1,0
38,11,6,6,0.24201098874647742,11,3,2,0
1133,18,13,0,0.10354016192273752,10,2,1,0
364,28,10,7,0.17562276641855612,1,2,3,0
99,16,11,22,0.8546835719350084,5,6,1,0
1574,6,25,8,0.7057802916520239,11,1,0,0
281,3,12,10,0.19809804921509777,1,10,1,0
1007,16,24,14,0.7161207971309945,4,1,2,0
265,10,19,3,0.7086181702086868,1,1,1,0
2901,15,14,5,0.9977250981059604,2,4,1,0
2011,12,26,3,0.39155602352591246,1,5,0,0
181,5,24,10,0.8648534941427709,5,3,3,0
785,11,14,3,0.446442685972815,1,5,3,0
530,6,15,5,0.8977602236169668,3,1,1,0
1264,9,26,10,0.0916004990989493,2,1,1,0
76,21,20,9,0.17531263012524412,10,4,4,0
557,13,31,7,0.8499543630666899,9,4,3,0
871,18,11,14,0.819300324105395,0,6,0,0
29,14,4,10,0.3054337918569875,24,5,1,0
59,10,7,3,0.5967983181334544,10,1,2,0
21,15,2,1,0.38269972210203607,7,4,1,0
177,3,6,2,0.01031734930352135,5,2,2,0
578,19,20,11,0.026104126567127017,1,3,1,0
1484,7,11,8,0.05425636548157642,26,4,6,0
267,17,6,14,0.5940721543255787,0,5,3,0
1727,10,8,8,0.2792277353055279,9,1,2,0
46,5,16,10,0.14394829831489053,5,4,0,0
31,8,8,7,0.9411311084438876,18,4,1,0
228,17,10,3,0.12131866708121586,3,1,1,0
387,38,3,3,0.6739817164248777,5,3,1,0
235,12,28,2,0.8941601828226586,10,1,1,0
20,36,31,3,0.16382966723844972,0,3,3,0
219,3,6,14,0.21472968222871514,0,4,5,1
51,11,9,9,0.5738135335759571,1,2,3,0
546,12,1,5,0.5084486863787977,1,1,1,0
379,17,27,8,0.5210274168862675,0,1,1,0
79,8,4,8,0.5546780940180887,7,1,1,1
132,15,12,15,0.9499029159610443,12,3,1,0
68,11,5,5,0.05383804196694997,25,3,1,0
226,25,12,7,0.7604485206948192,4,8,1,1
769,14,23,10,0.23250642240673336,2,2,5,0
74,49,19,3,0.37367767017238207,15,4,2,0
448,11,20,16,0.08929112296506403,14,2,0,0
129,24,3,10,0.4456267691535436,7,4,1,0
94,28,12,2,0.8042192522751215,2,6,4,0
215,1,45,19,0.09874033853295494,19,4,1,0
70,19,15,14,0.275603598220299,1,3,2,0
125,5,13,9,0.37306170867702504,0,2,1,0
58,11,10,1,0.10389920308764233,12,1,3,0
2585,6,14,4,0.7623168099769335,6,4,3,0
255,25,12,7,0.7869470282174255,2,1,9,0
105,9,40,7,0.835894997779968,8,2,4,0
316,3,22,6,0.5838962048063182,11,1,1,0
213,14,11,2,0.5072388208543759,14,6,5,0
187,27,21,5,0.262552445471242,2,1,2,0
511,6,6,5,0.6551579672905478,0,3,3,0
607,21,12,0,0.4445634856555435,5,2,2,0
129,3,8,9,0.9707764060773884,15,2,5,0
122,28,20,17,0.9681794969744566,1,2,6,1
175,16,12,5,0.9052051318175627,4,1,2,0
15,5,14,9,0.36008913801433196,2,4,5,0
39,20,11,2,0.3679724553540591,0,3,2,0
1261,9,16,8,0.8526731640437157,18,7,0,0
1761,7,21,8,0.7291349317414662,1,1,1,0
181,9,31,13,0.7043609698180437,11,5,2,0
488,18,10,14,0.2796110110841158,3,2,2,0
355,6,5,9,0.8333486115544758,2,3,1,0
9844,2,17,3,0.5794205722629432,22,4,2,0
937,9,4,3,0.4468655742385731,8,1,0,0
209,26,10,14,0.8654221241080758,9,2,1,0
77,26,3,2,0.39420976378211403,11,6,1,0
35,9,68,4,0.6539258118677655,3,2,3,0
312,9,28,9,0.465905182004139,6,2,2,0
98,8,27,17,0.5927378061710562,2,1,1,0
44,8,32,17,0.04054647164847858,14,4,3,0
112,8,25,0,0.4611151631763841,7,2,2,0
66,15,15,7,0.5564913074967742,2,3,4,0
1853,26,15,6,0.49271933474960594,18,2,0,0
704,6,30,3,0.8474103725068188,6,2,4,0
242,7,31,0,0.3111239747918165,5,4,2,0
1445,16,6,6,0.8840765310045404,0,4,2,0
268,19,11,2,0.4034619699068904,19,3,2,0
87,4,14,8,0.6945267322606563,24,4,3,0
1521,32,25,6,0.08672272800729774,6,4,1,0
467,10,7,1,0.2001540835688227,4,3,2,0
70,4,6,5,0.7611660111412718,3,1,1,0
194,4,4,1,0.012328685538640416,2,2,1,0
85,4,8,7,0.9685277391470993,6,3,1,0
46,24,10,10,0.19062890106321517,1,1,1,0
743,13,36,4,0.9013039862451232,20,3,1,0
2419,24,23,14,0.5159450282262857,1,2,0,0
45,12,25,7,0.5645753668971301,10,5,0,0
480,23,5,6,0.08413178797102505,2,1,0,0
112,11,11,6,0.3652187541573678,2,1,0,1
136,17,21,5,0.1562188607805014,6,1,5,1
120,12,14,5,0.5259314943609428,11,2,2,0
86,11,19,2,0.5507321456719495,10,2,1,0
259,7,4,16,0.7096669495843103,2,2,1,0
90,19,14,5,0.8782781579231833,3,5,1,0
338,6,22,17,0.4681798162698607,16,4,2,0
230,19,5,10,0.23336037008060662,10,3,3,0
183,14,2,5,0.3335716614416495,9,5,1,1
82,19,5,7,0.8470898129389373,2,3,2,0
122,14,30,10,0.14586348507876146,12,5,3,0
605,25,4,12,0.6272560783386825,3,3,2,1
446,16,13,6,0.013085883842810175,4,4,1,0
75,14,2,11,0.24566932845424272,2,2,6,0
275,1,6,9,0.5914084975014595,1,5,2,0
602,26,15,10,0.45641204000267077,4,1,2,0
33,4,13,11,0.49354949024323136,0,4,1,0
469,5,27,4,0.660562050459606,4,2,3,0
110,20,17,15,0.23458602441856746,10,3,3,0
485,13,5,8,0.2808049403265024,25,4,3,0
97,4,11,12,0.6844582074278464,0,3,0,0
28,9,9,6,0.538291407543869,2,2,0,0
34,25,1,7,0.014586824258827624,5,3,1,0
259,14,37,4,0.6703277952854412,1,8,3,0
334,13,13,2,0.6200920407522781,0,3,3,0
82,8,15,5,0.07860757379827377,4,3,2,0
526,21,21,10,0.7475194948409861,6,3,2,0
33,12,21,4,0.5221014589470707,13,5,0,0
226,18,23,1,0.20474728395695962,48,2,2,0
57,7,9,13,0.5593563681164273,11,4,2,0
111,38,8,2,0.5954585141710033,2,2,4,0
259,27,27,8,0.9201187291902372,11,4,4,0
87,14,37,19,0.7421444255511704,6,4,3,0
154,16,2,37,0.30192435449119925,4,2,1,0
818,9,27,5,0.11813296756419256,21,4,1,0
122,19,11,13,0.8531840720807808,9,3,0,0
667,2,12,8,0.846067687875446,9,5,2,0
63,31,1,3,0.17531001472395724,0,6,4,0
462,19,13,5,0.06213118519788663,16,5,1,0
1380,6,8,4,0.7118646498160389,12,3,1,0
12,31,1,13,0.7225818308364841,2,1,1,0
94,37,29,18,0.17714375370537905,2,5,5,0
489,16,15,4,0.6682118595574554,0,3,0,0
191,7,17,1,0.2789237446969288,0,3,0,0
381,13,29,7,0.26061702796880404,8,4,1,0
118,18,21,3,0.32451793409034246,1,1,3,0
271,15,3,2,0.5203963665168543,20,3,5,1
202,6,25,3,0.8044539233286228,14,4,2,0
993,18,3,3,0.4986437508896262,3,3,1,0
332,25,20,8,0.29804269562407437,3,2,1,0
366,5,43,10,0.8839742987118493,3,3,1,0
149,6,20,8,0.05508995744236467,0,4,3,0
